   4.3478500e+04   8.0739500e+04   4.0450000e+02
   4.3528500e+04   8.0739500e+04   4.0450000e+02
   4.3578500e+04   8.0789500e+04   4.0450000e+02
   4.3628500e+04   8.0789500e+04   4.0450000e+02
   4.3678500e+04   8.0789500e+04   4.0450000e+02
   4.3728500e+04   8.0789500e+04   4.0450000e+02
   4.3778500e+04   8.0789500e+04   4.0450000e+02
   4.3828500e+04   8.0789500e+04   4.0450000e+02
   4.3878500e+04   8.0789500e+04   4.0450000e+02
   4.3678500e+04   8.0839500e+04   4.0450000e+02
   4.3728500e+04   8.0839500e+04   4.0450000e+02
   4.3778500e+04   8.0839500e+04   4.0450000e+02
   4.3828500e+04   8.0839500e+04   4.0450000e+02
   4.3878500e+04   8.0839500e+04   4.0450000e+02
   4.3928500e+04   8.0839500e+04   4.0450000e+02
   4.3978500e+04   8.0839500e+04   4.0450000e+02
   4.4028500e+04   8.0839500e+04   4.0450000e+02
   4.4078500e+04   8.0839500e+04   4.0450000e+02
   4.4128500e+04   8.0839500e+04   4.0450000e+02
   4.4178500e+04   8.0839500e+04   4.0450000e+02
   4.4228500e+04   8.0839500e+04   4.0450000e+02
   4.3728500e+04   8.0889500e+04   4.0450000e+02
   4.3778500e+04   8.0889500e+04   4.0450000e+02
   4.3828500e+04   8.0889500e+04   4.0450000e+02
   4.3878500e+04   8.0889500e+04   4.0450000e+02
   4.3928500e+04   8.0889500e+04   4.0450000e+02
   4.3978500e+04   8.0889500e+04   4.0450000e+02
   4.4028500e+04   8.0889500e+04   4.0450000e+02
   4.4078500e+04   8.0889500e+04   4.0450000e+02
   4.4128500e+04   8.0889500e+04   4.0450000e+02
   4.4178500e+04   8.0889500e+04   4.0450000e+02
   4.4228500e+04   8.0889500e+04   4.0450000e+02
   4.4278500e+04   8.0889500e+04   4.0450000e+02
   4.4328500e+04   8.0889500e+04   4.0450000e+02
   4.4378500e+04   8.0889500e+04   4.0450000e+02
   4.4928500e+04   8.0889500e+04   4.0450000e+02
   4.3828500e+04   8.0939500e+04   4.0450000e+02
   4.3878500e+04   8.0939500e+04   4.0450000e+02
   4.3928500e+04   8.0939500e+04   4.0450000e+02
   4.3978500e+04   8.0939500e+04   4.0450000e+02
   4.4028500e+04   8.0939500e+04   4.0450000e+02
   4.4078500e+04   8.0939500e+04   4.0450000e+02
   4.4128500e+04   8.0939500e+04   4.0450000e+02
   4.4178500e+04   8.0939500e+04   4.0450000e+02
   4.4228500e+04   8.0939500e+04   4.0450000e+02
   4.4278500e+04   8.0939500e+04   4.0450000e+02
   4.4328500e+04   8.0939500e+04   4.0450000e+02
   4.4378500e+04   8.0939500e+04   4.0450000e+02
   4.4428500e+04   8.0939500e+04   4.0450000e+02
   4.4478500e+04   8.0939500e+04   4.0450000e+02
